Substance_SID,Compound_CID,Data_Source,External_ID,Synonyms,Last_Modified_Date,Deposit_Date,Data_Source_Category,LTKBID,Compound Name,Severity Class,Label Section,vDILIConcern,Version,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,SMILES,PUBCHEM_XLOGP3_AA,PUBCHEM_BONDANNOTATIONS,PUBCHEM_NONSTANDARDBOND
440790648,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01374,Darbepoetin alfa,20210312,20210312,Curation Efforts|Governmental Organizations,LT01374,darbepoetin alfa,0.0,No match,vLess-DILI-Concern,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440790647,2710,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00066,chlorcyclizine,20231222,20210312,Curation Efforts|Governmental Organizations,LT00066,chlorcyclizine,0.0,No match,vLess-DILI-Concern,2.0,2710,1.0,300.0,2.0,0.0,3.0,AAADceB7AAAEAAAAAAAAAAAAAAAAAAAAAAA8YIAAAAAAAAABQAAAHAIAAAAADCrBGCQyAIMAAACAAiBCAACCAAAgBQAIiAAIBogIYCKBkxGUIAhggACIiAcQgMAOBAAAAAAAAAAIAAAAAAAAAAAAAAAAAA==,1-[(4-chlorophenyl)-phenyl-methyl]-4-methyl-piperazine,1-[(4-chlorophenyl)-phenylmethyl]-4-methylpiperazine,1-[(4-chlorophenyl)-phenylmethyl]-4-methylpiperazine,1-[(4-chlorophenyl)-phenylmethyl]-4-methylpiperazine,1-[(4-chlorophenyl)-phenyl-methyl]-4-methyl-piperazine,1-[(4-chlorophenyl)-phenyl-methyl]-4-methyl-piperazine,"InChI=1S/C18H21ClN2/c1-20-11-13-21(14-12-20)18(15-5-3-2-4-6-15)16-7-9-17(19)10-8-16/h2-10,18H,11-14H2,1H3",WFNAKBGANONZEQ-UHFFFAOYSA-N,4.5,300.1393264,C18H21ClN2,300.8,6.5,300.1393264,0.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,"10  14  8
10  15  8
12  16  8
13  17  8
14  18  8
15  19  8
16  20  8
17  20  8
18  21  8
19  21  8
6  26  3
9  12  8
9  13  8",
440790646,7699,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00800,Benzonatate,20210804,20210312,Curation Efforts|Governmental Organizations,LT00800,benzonatate,0.0,No match,vLess-DILI-Concern,1.0,7699,1.0,565.0,12.0,1.0,33.0,AAADcfB6PAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAQAAAADAjhmAYyyILABACIAiTSSACCAAAlAgAIiIEIbMgJJjLAtZmGMQhk0AHK6YeY2SOeCAAAAAAAAAAQAAAAAAAAAAAAAAAAAA==,2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-(butylamino)benzoate,4-(butylamino)benzoic acid 2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl ester,2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-(butylamino)benzoate,2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-(butylamino)benzoate,2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-(butylamino)benzoate,4-(butylamino)benzoic acid 2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl ester,"InChI=1S/C30H53NO11/c1-3-4-9-31-29-7-5-28(6-8-29)30(32)42-27-26-41-25-24-40-23-22-39-21-20-38-19-18-37-17-16-36-15-14-35-13-12-34-11-10-33-2/h5-8,31H,3-4,9-27H2,1-2H3",MAFMQEKGGFWBAB-UHFFFAOYSA-N,2.4,603.36186151,C30H53NO11,603.7,121.0,603.36186151,0.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,,"16  18  8
16  19  8
18  21  8
19  22  8
20  21  8
20  22  8",
440790645,2244,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00053,aspirin,20231222,20210312,Curation Efforts|Governmental Organizations,LT00053,aspirin,0.0,No match,vLess-DILI-Concern,2.0,2244,1.0,212.0,4.0,1.0,3.0,AAADccBwOAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAADASAmAAyDoAABgCIAiDSCAACCAAkIAAIiAEGCMgMJzaENRqCe2Cl4BEIuYeIyCCOAAAAAAAIAAAAAAAAABAAAAAAAAAAAA==,2-acetoxybenzoic acid,2-acetyloxybenzoic acid,2-acetyloxybenzoic acid,2-acetyloxybenzoic acid,2-acetyloxybenzoic acid,2-acetoxybenzoic acid,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",BSYNRYMUTXBXSQ-UHFFFAOYSA-N,1.2,180.04225873,C9H8O4,180.16,63.6,180.04225873,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CC(=O)Oc1ccccc1C(=O)O,,"5  6  8
5  7  8
6  8  8
7  9  8
8  10  8
9  10  8",
440790644,139595263,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01373,Anakinra,20210312,20210312,Curation Efforts|Governmental Organizations,LT01373,anakinra,0.0,No match,vLess-DILI-Concern,2.0,139595263,1.0,961.0,12.0,3.0,10.0,AAADceB7uABgAAAAAAAAAAAAAABYAWAAAAAgAAAAAAAQAAABgAAAHgQUCAAADijF1gejmRPYFgisAyXyfAAA8KlhCjkICJW4IFiaZJggxCEUEAAAFgK0kSAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"7-[[2-(2-aminothiazol-4-yl)-2-(2,2-dimethylpropanoyloxymethoxyimino)acetyl]amino]-8-oxo-3-vinyl-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","7-[[2-(2-amino-4-thiazolyl)-2-[(2,2-dimethyl-1-oxopropoxy)methoxyimino]-1-oxoethyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","7-[[2-(2-amino-1,3-thiazol-4-yl)-2-(2,2-dimethylpropanoyloxymethoxyimino)acetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","7-[[2-(2-amino-1,3-thiazol-4-yl)-2-(2,2-dimethylpropanoyloxymethoxyimino)acetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","7-[[2-(2-azanyl-1,3-thiazol-4-yl)-2-(2,2-dimethylpropanoyloxymethoxyimino)ethanoyl]amino]-3-ethenyl-8-oxidanylidene-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",7-[[2-(2-aminothiazol-4-yl)-2-(pivaloyloxymethyloximino)acetyl]amino]-8-keto-3-vinyl-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,"InChI=1S/C20H23N5O7S2/c1-5-9-6-33-16-12(15(27)25(16)13(9)17(28)29)23-14(26)11(10-7-34-19(21)22-10)24-32-8-31-18(30)20(2,3)4/h5,7,12,16H,1,6,8H2,2-4H3,(H2,21,22)(H,23,26)(H,28,29)",HMLGSIZOMSVISS-UHFFFAOYSA-N,1.1,509.10389044,C20H23N5O7S2,509.6,227.0,509.10389044,0.0,34.0,0.0,2.0,0.0,1.0,0.0,1.0,-1.0,"1
5
255",C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCOC(=O)C(C)(C)C)c3csc(N)n3)C2SC1,,"15  1  3
16  11  3
12  24  1
13  27  8
13  34  8
2  32  8
2  34  8
27  32  8",
440790643,3007,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02100,AMPHETAMINE,20231222,20210312,Curation Efforts|Governmental Organizations,LT02100,amphetamine,0.0,No match,vLess-DILI-Concern,2.0,3007,1.0,84.7,1.0,1.0,2.0,AAADccByAAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHAAQAAAADCjBGAQyAIBAAACAAiBCAAACAAAgAAAIiIAAAIgIICKAkRGAIAAgkAAIiAcQgIAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,1-phenylpropan-2-amine,1-phenyl-2-propanamine,1-phenylpropan-2-amine,1-phenylpropan-2-amine,1-phenylpropan-2-amine,(1-methyl-2-phenyl-ethyl)amine,"InChI=1S/C9H13N/c1-8(10)7-9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3",KWTSXDURSIMDCE-UHFFFAOYSA-N,1.8,135.104799419,C9H13N,135.21,26.0,135.104799419,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CC(N)Cc1ccccc1,,"2  11  3
4  6  8
4  7  8
6  8  8
7  9  8
8  10  8
9  10  8",
440790642,5493444,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01244,Aliskiren,20231222,20210312,Curation Efforts|Governmental Organizations,LT01244,aliskiren,0.0,No match,vLess-DILI-Concern,2.0,5493444,1.0,717.0,7.0,4.0,19.0,AAADcfB7OAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAQCAAADzzhmAYyBoLABgCIAiFSEAACCAAgIAAIiIEOiIgPNjqE8RqGeCKl1hGKqAe6yfCeoAABAAAAQABAAAIAAACAAAAAAAAAAA==,"(2S,4S,5S,7S)-5-amino-N-(3-amino-2,2-dimethyl-3-oxo-propyl)-4-hydroxy-2-isopropyl-7-[[4-methoxy-3-(3-methoxypropoxy)phenyl]methyl]-8-methyl-nonanamide","(2S,4S,5S,7S)-5-amino-N-(3-amino-2,2-dimethyl-3-oxopropyl)-4-hydroxy-7-[[4-methoxy-3-(3-methoxypropoxy)phenyl]methyl]-8-methyl-2-propan-2-ylnonanamide","(2<I>S</I>,4<I>S</I>,5<I>S</I>,7<I>S</I>)-5-amino-<I>N</I>-(3-amino-2,2-dimethyl-3-oxopropyl)-4-hydroxy-7-[[4-methoxy-3-(3-methoxypropoxy)phenyl]methyl]-8-methyl-2-propan-2-ylnonanamide","(2S,4S,5S,7S)-5-amino-N-(3-amino-2,2-dimethyl-3-oxopropyl)-4-hydroxy-7-[[4-methoxy-3-(3-methoxypropoxy)phenyl]methyl]-8-methyl-2-propan-2-ylnonanamide","(2S,4S,5S,7S)-5-azanyl-N-(3-azanyl-2,2-dimethyl-3-oxidanylidene-propyl)-7-[[4-methoxy-3-(3-methoxypropoxy)phenyl]methyl]-8-methyl-4-oxidanyl-2-propan-2-yl-nonanamide","(2S,4S,5S,7S)-5-amino-N-(3-amino-3-keto-2,2-dimethyl-propyl)-4-hydroxy-2-isopropyl-7-[4-methoxy-3-(3-methoxypropoxy)benzyl]-8-methyl-pelargonamide","InChI=1S/C30H53N3O6/c1-19(2)22(14-21-10-11-26(38-8)27(15-21)39-13-9-12-37-7)16-24(31)25(34)17-23(20(3)4)28(35)33-18-30(5,6)29(32)36/h10-11,15,19-20,22-25,34H,9,12-14,16-18,31H2,1-8H3,(H2,32,36)(H,33,35)/t22-,23-,24-,25-/m0/s1",UXOWGYHJODZGMF-QORCZRPOSA-N,,551.39343642,C30H53N3O6,551.8,146.0,551.39343642,0.0,39.0,4.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,3.5,"13  1  6
10  11  5
16  15  6
22  27  8
22  28  8
27  29  8
28  30  8
29  33  8
30  33  8
12  7  6",
440790641,2088,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00980,alendronate,20231222,20210312,Curation Efforts|Governmental Organizations,LT00980,alendronate,0.0,No match,vLess-DILI-Concern,1.0,2088,1.0,257.0,8.0,6.0,5.0,AAADccBiOAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHggQCCAACADBgAQAAABAAhAAQAAAAIAAAAAAAAAAAIAAAAAAAAAAgAAAQAAEEAAAAAAgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,(4-amino-1-hydroxy-1-phosphono-butyl)phosphonic acid,(4-amino-1-hydroxy-1-phosphonobutyl)phosphonic acid,(4-amino-1-hydroxy-1-phosphonobutyl)phosphonic acid,(4-amino-1-hydroxy-1-phosphonobutyl)phosphonic acid,(4-azanyl-1-oxidanyl-1-phosphono-butyl)phosphonic acid,(4-amino-1-hydroxy-1-phosphono-butyl)phosphonic acid,"InChI=1S/C4H13NO7P2/c5-3-1-2-4(6,13(7,8)9)14(10,11)12/h6H,1-3,5H2,(H2,7,8,9)(H2,10,11,12)",OGSPWJRAVKPPFI-UHFFFAOYSA-N,,249.01672575,C4H13NO7P2,249.1,161.0,249.01672575,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",NCCCC(O)(P(=O)(O)O)P(=O)(O)O,-6.5,,
440790640,71771,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01853,Aceclofenac,20231222,20210312,Curation Efforts|Governmental Organizations,LT01853,aceclofenac,0.0,No match,vLess-DILI-Concern,2.0,71771,1.0,411.0,5.0,2.0,7.0,AAADccB6OAAGAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHgIQCAAADAqhmCIwyILABgCIAiTSSAKCAAAhBwAIiAFAZogJIHLBl5XGIAhk0AHLyAe8yKCOAAAAAACCABAAAAAAAQQAIAAAAAAAAA==,"2-[2-[2-(2,6-dichloroanilino)phenyl]acetyl]oxyacetic acid","2-[2-[2-(2,6-dichloroanilino)phenyl]-1-oxoethoxy]acetic acid","2-[2-[2-(2,6-dichloroanilino)phenyl]acetyl]oxyacetic acid","2-[2-[2-(2,6-dichloroanilino)phenyl]acetyl]oxyacetic acid","2-[2-[2-[[2,6-bis(chloranyl)phenyl]amino]phenyl]ethanoyloxy]ethanoic acid","2-[2-[2-(2,6-dichloroanilino)phenyl]acetyl]oxyacetic acid","InChI=1S/C16H13Cl2NO4/c17-11-5-3-6-12(18)16(11)19-13-7-2-1-4-10(13)8-15(22)23-9-14(20)21/h1-7,19H,8-9H2,(H,20,21)",MNIPYSSQXLZQLJ-UHFFFAOYSA-N,4.3,353.0221633,C16H13Cl2NO4,354.2,75.6,353.0221633,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,"11  14  8
12  15  8
13  17  8
13  18  8
14  15  8
17  19  8
18  20  8
19  21  8
20  21  8
8  11  8
8  9  8
9  12  8",
440790639,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01402,Abatacept,20210312,20210312,Curation Efforts|Governmental Organizations,LT01402,abatacept,0.0,No match,vLess-DILI-Concern,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440790638,5734,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00165,zonisamide,20210312,20210312,Curation Efforts|Governmental Organizations,LT00165,zonisamide,2.0,Adverse reactions,vLess-DILI-Concern,2.0,5734,1.0,298.0,5.0,1.0,2.0,AAADccBzMABAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAFgB8AAAHgQUQAAADAyF3gCwhtAQAAKpA6RyQnDCAAAkIAAomCE2TNoIJrqAlZOAMYBmwBkIyceYyKCOAAAAAAAIAAAAAAAAABAAAAAAAAAAAA==,"1,2-benzoxazol-3-ylmethanesulfonamide","1,2-benzoxazol-3-ylmethanesulfonamide","1,2-benzoxazol-3-ylmethanesulfonamide","1,2-benzoxazol-3-ylmethanesulfonamide","1,2-benzoxazol-3-ylmethanesulfonamide",indoxazen-3-ylmethanesulfonamide,"InChI=1S/C8H8N2O3S/c9-14(11,12)5-7-6-3-1-2-4-8(6)13-10-7/h1-4H,5H2,(H2,9,11,12)",UBQNRHZMVUUOMG-UHFFFAOYSA-N,,212.0255633,C8H8N2O3S,212.23,94.6,212.0255633,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",NS(=O)(=O)Cc1noc2ccccc12,0.2,"10  12  8
11  13  8
12  14  8
13  14  8
2  10  8
2  5  8
5  8  8
8  9  8
9  10  8
9  11  8",
440790637,60854,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01017,Ziprasidone,20231222,20210312,Curation Efforts|Governmental Organizations,LT01017,ziprasidone,3.0,Adverse reactions,vLess-DILI-Concern,2.0,60854,1.0,573.0,5.0,1.0,4.0,AAADceB7oABEAAAAAAAAAAAAAAAAAWLAAAA8YIAAAAAAAFgB9AAAHgYQQAAADArB2iQx8dPAAACsAidycACDABAhBwBJmDkoZpiIYLLBn5GUIAxglALIyAcciMCODAACAAIHAAAYAAQABA4AAAAAAAAAAA==,"5-[2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl]-6-chloro-indolin-2-one","5-[2-[4-(1,2-benzothiazol-3-yl)-1-piperazinyl]ethyl]-6-chloro-1,3-dihydroindol-2-one","5-[2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl]-6-chloro-1,3-dihydroindol-2-one","5-[2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl]-6-chloro-1,3-dihydroindol-2-one","5-[2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl]-6-chloranyl-1,3-dihydroindol-2-one","5-[2-[4-(1,2-benzothiazol-3-yl)piperazino]ethyl]-6-chloro-oxindole","InChI=1S/C21H21ClN4OS/c22-17-13-18-15(12-20(27)23-18)11-14(17)5-6-25-7-9-26(10-8-25)21-16-3-1-2-4-19(16)28-24-21/h1-4,11,13H,5-10,12H2,(H,23,27)",MVWVFYHBGMAFLY-UHFFFAOYSA-N,,412.1124602,C21H21ClN4OS,412.9,76.7,412.1124602,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,4.0,"14  16  8
15  18  8
15  20  8
16  22  8
16  25  8
17  18  8
17  19  8
19  23  8
2  22  8
2  6  8
20  23  8
22  26  8
25  27  8
26  28  8
27  28  8
6  14  8",
440790636,54678486,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00647,warfarin,20231222,20210312,Curation Efforts|Governmental Organizations,LT00647,warfarin,5.0,Adverse reactions,vLess-DILI-Concern,1.0,54678486,1.0,501.0,4.0,1.0,4.0,AAADceB4OAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAGgAACAAADQSAmAAyDoAABgCIAqDSCAACCAAgIAAIiAEGCMgMJzKEMRqCeiClwBEIuQeIzuCugAAAAAAIAAAAAAAAABAAAAAAAAAAAA==,4-hydroxy-3-(3-oxo-1-phenyl-butyl)chromen-2-one,4-hydroxy-3-(3-oxo-1-phenylbutyl)-1-benzopyran-2-one,4-hydroxy-3-(3-oxo-1-phenylbutyl)chromen-2-one,4-hydroxy-3-(3-oxo-1-phenylbutyl)chromen-2-one,4-oxidanyl-3-(3-oxidanylidene-1-phenyl-butyl)chromen-2-one,warfarin,"InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3",PJVWKTKQMONHTI-UHFFFAOYSA-N,2.7,308.10485899,C19H16O4,308.3,63.6,308.10485899,0.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,"1  11  8
1  15  8
10  15  8
10  16  8
13  17  8
14  18  8
15  19  8
16  22  8
17  21  8
18  21  8
19  23  8
22  23  8
5  7  3
6  11  8
6  9  8
8  13  8
8  14  8
9  10  8",
440790635,5978,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01862,vincristine,20231222,20210312,Curation Efforts|Governmental Organizations,LT01862,vincristine,8.0,Adverse reactions,vLess-DILI-Concern,2.0,5978,1.0,1750.0,12.0,3.0,10.0,AAADcfB/vAAAAAAAAAAAAAAAAAAAAWLFgAA8YMECAAAAAFiB9AAAHgAQCAAAD3zhngYyzvPJlgCoAyTy3AKCiCAhIiAImSF+bJgPJv7E9ZuGcChn9hnb6Af62fOfqAACAgAKAABQgAYECBSgAAAAAAAAAA==,"methyl (1R,9R,10S,11R,12R,19R)-11-acetoxy-12-ethyl-4-[(13S,15S,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-8-formyl-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate","(1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15S,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-8-formyl-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylic acid methyl ester","methyl (1<I>R</I>,9<I>R</I>,10<I>S</I>,11<I>R</I>,12<I>R</I>,19<I>R</I>)-11-acetyloxy-12-ethyl-4-[(13<I>S</I>,15<I>S</I>,17<I>S</I>)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.0<SUP>4,12</SUP>.0<SUP>5,10</SUP>]nonadeca-4(12),5,7,9-tetraen-13-yl]-8-formyl-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.0<SUP>1,9</SUP>.0<SUP>2,7</SUP>.0<SUP>16,19</SUP>]nonadeca-2,4,6,13-tetraene-10-carboxylate","methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15S,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-8-formyl-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate","methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15S,17S)-17-ethyl-13-methoxycarbonyl-17-oxidanyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-8-methanoyl-5-methoxy-10-oxidanyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate","(1R,9R,10S,11R,12R,19R)-11-acetoxy-4-[(13S,15S,17S)-13-carbomethoxy-17-ethyl-17-hydroxy-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-12-ethyl-8-formyl-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylic acid methyl ester","InChI=1S/C46H56N4O10/c1-7-42(55)22-28-23-45(40(53)58-5,36-30(14-18-48(24-28)25-42)29-12-9-10-13-33(29)47-36)32-20-31-34(21-35(32)57-4)50(26-51)38-44(31)16-19-49-17-11-15-43(8-2,37(44)49)39(60-27(3)52)46(38,56)41(54)59-6/h9-13,15,20-21,26,28,37-39,47,55-56H,7-8,14,16-19,22-25H2,1-6H3/t28-,37+,38-,39-,42+,43-,44-,45+,46+/m1/s1",OGWKCGZFUXNPDA-XQKSVPLYSA-N,2.8,824.399644,C46H56N4O10,825.0,171.0,824.399644,0.0,60.0,9.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,,"21  1  6
47  10  5
14  39  8
14  53  8
15  20  6
16  61  5
17  24  5
18  62  6
19  2  6
22  26  8
22  30  8
26  32  8
30  34  8
32  35  8
34  35  8
36  41  5
39  46  8
40  83  5
46  51  8
51  53  8
51  55  8
53  56  8
55  59  8
56  60  8
59  60  8",
