Substance_SID,Compound_CID,Data_Source,External_ID,Synonyms,Last_Modified_Date,Deposit_Date,Data_Source_Category
440791038,644241,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00607,Nilotinib,20231222,20210312,Curation Efforts|Governmental Organizations
440791037,5360515,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00311,naltrexone,20231222,20210312,Curation Efforts|Governmental Organizations
440791036,4421,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01587,nalidixic acid,20210312,20210312,Curation Efforts|Governmental Organizations
440791035,4409,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01581,nabumetone,20210312,20210312,Curation Efforts|Governmental Organizations
440791034,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01326,Muromonab-CD3,20210312,20210312,Curation Efforts|Governmental Organizations
440791033,21945,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00322,Methenamine hippurate,20250421,20210312,Curation Efforts|Governmental Organizations
440791032,4037,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01511,meclofenamic acid,20210312,20210312,Curation Efforts|Governmental Organizations
440791031,4033,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01509,mechlorethamine,20250421,20210312,Curation Efforts|Governmental Organizations
440791030,3958,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00181,lorazepam,20210312,20210312,Curation Efforts|Governmental Organizations
440791029,3000540,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01491,lincomycin,20231222,20210312,Curation Efforts|Governmental Organizations
440791028,5862,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00933,L-cysteine,20231222,20210312,Curation Efforts|Governmental Organizations
440791027,219078,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00660,Lacosamide,20231222,20210312,Curation Efforts|Governmental Organizations
440791026,3759,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01469,isocarboxazid,20210312,20210312,Curation Efforts|Governmental Organizations
440791025,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01354,Interferon gamma-1b,20210312,20210312,Curation Efforts|Governmental Organizations
440791024,5362440,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01446,indinavir,20210312,20210312,Curation Efforts|Governmental Organizations
440791023,42890,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01440,IDARUBICIN,20210312,20210312,Curation Efforts|Governmental Organizations
440791022,169870,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00110,HYDROXYPROGESTERONE CAPROATE,20231222,20210312,Curation Efforts|Governmental Organizations
440791021,131536,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01194,Fosamprenavir,20231222,20210312,Curation Efforts|Governmental Organizations
440791020,3406,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00494,fomepizole,20231222,20210312,Curation Efforts|Governmental Organizations
440791019,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01953,Follitropin alfa/beta,20210312,20210312,Curation Efforts|Governmental Organizations
440791018,3394,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00298,flurbiprofen,20231222,20210312,Curation Efforts|Governmental Organizations
440791017,3372,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00400,FLUPHENAZINE,20210804,20210312,Curation Efforts|Governmental Organizations
440791016,6446,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02031,fluoxymesterone,20231222,20210312,Curation Efforts|Governmental Organizations
440791015,3366,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01381,flucytosine,20210312,20210312,Curation Efforts|Governmental Organizations
440791014,64929,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00670,Fenofibric acid,20250421,20210312,Curation Efforts|Governmental Organizations
440791013,6917715,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01193,ETONOGESTREL,20231222,20210312,Curation Efforts|Governmental Organizations
440791012,3292,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00795,ethotoin,20231222,20210312,Curation Efforts|Governmental Organizations
440791011,3291,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00831,ethosuximide,20231222,20210312,Curation Efforts|Governmental Organizations
440791010,5870,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02043,estrone,20231222,20210312,Curation Efforts|Governmental Organizations
440791009,150610,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01122,Ertapenem,20231222,20210312,Curation Efforts|Governmental Organizations
440791008,41867,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00091,Epirubicin,20210312,20210312,Curation Efforts|Governmental Organizations
440791007,135398508,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00538,Entecavir,20210312,20210312,Curation Efforts|Governmental Organizations
440791006,24847866,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01169,Enfuvirtide,20210312,20210312,Curation Efforts|Governmental Organizations
440791005,60877,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00515,Emtricitabine,20231222,20210312,Curation Efforts|Governmental Organizations
440791004,6049,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00760,Edetic acid,20231222,20210312,Curation Efforts|Governmental Organizations
440791003,3108,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00294,dipyridamole,20250421,20210312,Curation Efforts|Governmental Organizations
440791002,3019,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00865,diazoxide,20210312,20210312,Curation Efforts|Governmental Organizations
440791001,54680690,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00081,demeclocycline,20231222,20210312,Curation Efforts|Governmental Organizations
440791000,6234,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01253,cycloserine,20210312,20210312,Curation Efforts|Governmental Organizations
440790999,2809,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00341,clorazepate,20231222,20210312,Curation Efforts|Governmental Organizations
440790998,119182,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01206,Clofarabine,20231222,20210312,Curation Efforts|Governmental Organizations
440790997,443385,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02346,CLINDAMYCIN-2-PHOSPHATE,20231222,20210312,Curation Efforts|Governmental Organizations
440790996,20279,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01224,Cladribine,20210312,20210312,Curation Efforts|Governmental Organizations
440790995,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01082,Choriogonadotropin alfa,20210312,20210312,Curation Efforts|Governmental Organizations
440790994,10133,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00065,Chenodiol,20231222,20210312,Curation Efforts|Governmental Organizations
440790993,25074887,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00484,Cetrorelix,20231222,20210312,Curation Efforts|Governmental Organizations
440790992,441199,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01179,cefoxitin,20210312,20210312,Curation Efforts|Governmental Organizations
440790991,2826718,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01089,Caspofungin,20231222,20210312,Curation Efforts|Governmental Organizations
440790990,34359,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01160,carbidopa,20231222,20210312,Curation Efforts|Governmental Organizations
440790989,60953,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02018,CAPECITABINE,20231222,20210312,Curation Efforts|Governmental Organizations
440790988,2471,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01145,bumetanide,20250421,20210312,Curation Efforts|Governmental Organizations
440790987,5360373,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01138,bleomycin,20231222,20210312,Curation Efforts|Governmental Organizations
440790986,9444,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01028,Azacitidine,20210312,20210312,Curation Efforts|Governmental Organizations
440790985,74989,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01096,ATOVAQUONE,20250421,20210312,Curation Efforts|Governmental Organizations
440790984,9690109,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01230,Armodafinil,20231222,20210312,Curation Efforts|Governmental Organizations
440790983,166548,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01203,Anidulafungin,20210804,20210312,Curation Efforts|Governmental Organizations
440790982,135409400,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00964,anagrelide,20210312,20210312,Curation Efforts|Governmental Organizations
440790981,65016,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01055,amprenavir,20231222,20210312,Curation Efforts|Governmental Organizations
440790980,2130,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00503,amantadine,20250421,20210312,Curation Efforts|Governmental Organizations
440790979,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01319,Aldesleukin,20210312,20210312,Curation Efforts|Governmental Organizations
440790978,1990,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00913,acetohydroxamic acid,20231222,20210312,Curation Efforts|Governmental Organizations
440790977,5719,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00648,zaleplon,20210312,20210312,Curation Efforts|Governmental Organizations
440790976,5311,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00462,Vorinostat,20210312,20210312,Curation Efforts|Governmental Organizations
440790975,14985,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01516,VITAMIN E,20231222,20210312,Curation Efforts|Governmental Organizations
440790974,54670067,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02009,vitamin C,20231222,20210312,Curation Efforts|Governmental Organizations
440790973,13342,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00177,vinblastine,20231222,20210312,Curation Efforts|Governmental Organizations
440790972,39765,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00916,Vecuronium,20210312,20210312,Curation Efforts|Governmental Organizations
440790971,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01416,Ustekinumab,20210312,20210312,Curation Efforts|Governmental Organizations
440790970,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01229,Urokinase,20210312,20210312,Curation Efforts|Governmental Organizations
440790969,62819,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00929,Urofollitropin,20231222,20210312,Curation Efforts|Governmental Organizations
440790968,5610,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02356,tyramine,20250421,20210312,Curation Efforts|Governmental Organizations
440790967,5284632,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00516,Trospium,20250421,20210312,Curation Efforts|Governmental Organizations
440790966,5282443,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00798,triprolidine,20210804,20210312,Curation Efforts|Governmental Organizations
440790965,5572,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01839,trihexyphenidyl,20250421,20210312,Curation Efforts|Governmental Organizations
440790964,71433,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00375,Trientine hydrochloride,20231222,20210312,Curation Efforts|Governmental Organizations
440790963,5526,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00923,tranexamic acid,20250421,20210312,Curation Efforts|Governmental Organizations
440790962,60700,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01824,topotecan,20210312,20210312,Curation Efforts|Governmental Organizations
440790961,443879,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01011,tolterodine,20210312,20210312,Curation Efforts|Governmental Organizations
440790960,60947,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01037,tirofiban,20231222,20210312,Curation Efforts|Governmental Organizations
440790959,60937,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00998,Tiludronate,20250421,20210312,Curation Efforts|Governmental Organizations
440790958,32281,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00751,Thyrotropin alfa,20231222,20210312,Curation Efforts|Governmental Organizations
440790957,1130,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01981,thiamine,20231222,20210312,Curation Efforts|Governmental Organizations
440790956,2153,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00154,theophylline,20231222,20210312,Curation Efforts|Governmental Organizations
440790955,135402045,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01262,tetrahydrobiopterin,20231222,20210312,Curation Efforts|Governmental Organizations
440790954,16133850,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00932,TERIPARATIDE,20231222,20210312,Curation Efforts|Governmental Organizations
440790953,5401,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01787,terazosin,20210312,20210312,Curation Efforts|Governmental Organizations
440790952,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01360,Tenecteplase,20210312,20210312,Curation Efforts|Governmental Organizations
440790951,18293306,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01261,Temsirolimus,20231222,20210312,Curation Efforts|Governmental Organizations
440790950,9838022,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00664,Tapentadol,20231222,20210312,Curation Efforts|Governmental Organizations
440790949,41693,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00920,SUFENTANIL,20231222,20210312,Curation Efforts|Governmental Organizations
440790948,121494085,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00358,Sucralfate,20250421,20210312,Curation Efforts|Governmental Organizations
440790947,5314,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00749,succinylcholine,20250421,20210312,Curation Efforts|Governmental Organizations
440790946,19649,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00145,streptomycin,20231222,20210312,Curation Efforts|Governmental Organizations
440790945,962,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01294,Sterile water,20210312,20210312,Curation Efforts|Governmental Organizations
440790944,5780,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02010,sorbitol,20250421,20210312,Curation Efforts|Governmental Organizations
440790943,16132356,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00888,Somatropin recombinant,20231222,20210312,Curation Efforts|Governmental Organizations
440790942,24477,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00439,SODIUM THIOSULFATE,20231222,20210312,Curation Efforts|Governmental Organizations
440790941,75905,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00801,Sodium polystyrene sulfonate,20250421,20210312,Curation Efforts|Governmental Organizations
440790940,23666456,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00330,SODIUM LACTATE,20250421,20210312,Curation Efforts|Governmental Organizations
440790939,516892,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02337,SODIUM BICARBONATE,20231222,20210312,Curation Efforts|Governmental Organizations
440790938,9833444,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00350,Sincalide,20231222,20210312,Curation Efforts|Governmental Organizations
440790937,6433516,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02171,Simethicone,20231222,20210312,Curation Efforts|Governmental Organizations
440790936,3085017,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01039,Sevelamer,20250421,20210312,Curation Efforts|Governmental Organizations
440790935,26757,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01749,selegiline,20210312,20210312,Curation Efforts|Governmental Organizations
440790934,16129665,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00355,SECRETIN,20231222,20210312,Curation Efforts|Governmental Organizations
440790933,5184,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01974,scopolamine,20250421,20210312,Curation Efforts|Governmental Organizations
440790932,11243969,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00667,Saxagliptin,20231222,20210312,Curation Efforts|Governmental Organizations
440790931,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01321,Sargramostim,20210312,20210312,Curation Efforts|Governmental Organizations
440790930,2083,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01051,Salbutamol,20250421,20210312,Curation Efforts|Governmental Organizations
440790929,71357,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00928,RUBIDIUM CHLORIDE RB-82,20231222,20210312,Curation Efforts|Governmental Organizations
440790928,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01417,Romiplostim,20210312,20210312,Curation Efforts|Governmental Organizations
440790927,5352062,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00669,Romidepsin,20231222,20210312,Curation Efforts|Governmental Organizations
440790926,441290,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00957,Rocuronium,20250421,20210312,Curation Efforts|Governmental Organizations
440790925,5078,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01026,rizatriptan,20210312,20210312,Curation Efforts|Governmental Organizations
440790924,5071,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00937,rimantadine,20210312,20210312,Curation Efforts|Governmental Organizations
440790923,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01415,Rilonacept,20210312,20210312,Curation Efforts|Governmental Organizations
440790922,493570,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01479,riboflavin,20231222,20210312,Curation Efforts|Governmental Organizations
440790921,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01351,Reteplase,20210312,20210312,Curation Efforts|Governmental Organizations
440790920,5770,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01729,reserpine,20231222,20210312,Curation Efforts|Governmental Organizations
440790919,219024,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00646,Regadenoson,20231222,20210312,Curation Efforts|Governmental Organizations
440790918,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01363,rasburicase,20210312,20210312,Curation Efforts|Governmental Organizations
440790917,56959,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01192,RANOLAZINE,20210312,20210312,Curation Efforts|Governmental Organizations
440790916,208902,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01217,Ramelteon,20231222,20210312,Curation Efforts|Governmental Organizations
440790915,5035,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00183,raloxifene,20231222,20210312,Curation Efforts|Governmental Organizations
440790914,4999,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01721,quazepam,20231222,20210312,Curation Efforts|Governmental Organizations
440790913,1054,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01980,pyridoxine,20231222,20210312,Curation Efforts|Governmental Organizations
440790912,4991,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02081,pyridostigmine,20210312,20210312,Curation Efforts|Governmental Organizations
440790911,708857,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01713,PYRANTEL,20231222,20210312,Curation Efforts|Governmental Organizations
440790910,7028,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00137,PSEUDOEPHEDRINE,20231222,20210312,Curation Efforts|Governmental Organizations
440790909,4976,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00848,protriptyline,20231222,20210312,Curation Efforts|Governmental Organizations
440790908,638678,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00349,protirelin,20231222,20210312,Curation Efforts|Governmental Organizations
440790907,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00728,Protamine sulfate,20210312,20210312,Curation Efforts|Governmental Organizations
440790906,4934,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00753,propantheline,20231222,20210312,Curation Efforts|Governmental Organizations
440790905,4919,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02219,procyclidine,20231222,20210312,Curation Efforts|Governmental Organizations
440790904,4909,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00261,primidone,20250421,20210312,Curation Efforts|Governmental Organizations
440790903,4908,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00613,PRIMAQUINE,20210312,20210312,Curation Efforts|Governmental Organizations
440790902,16132446,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00492,Pramlintide,20210312,20210312,Curation Efforts|Governmental Organizations
440790901,3086257,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00972,Porfimer,20231222,20210312,Curation Efforts|Governmental Organizations
440790900,5702105,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01291,Polymyxin B sulfate,20231222,20210312,Curation Efforts|Governmental Organizations
440790899,174,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00995,Polyethylene glycol 3350,20231222,20210312,Curation Efforts|Governmental Organizations
440790898,65015,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02340,Plerixafor,20231222,20210312,Curation Efforts|Governmental Organizations
440790897,4828,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01673,pindolol,20231222,20210312,Curation Efforts|Governmental Organizations
440790896,16362,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01672,pimozide,20250421,20210312,Curation Efforts|Governmental Organizations
440790895,5284607,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00780,phytonadione,20231222,20210312,Curation Efforts|Governmental Organizations
440790894,5983,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00133,physostigmine,20231222,20210312,Curation Efforts|Governmental Organizations
440790893,5775,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00433,phentolamine,20250421,20210312,Curation Efforts|Governmental Organizations
440790892,4768,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02082,phenoxybenzamine,20250421,20210312,Curation Efforts|Governmental Organizations
440790891,30487,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00826,phendimetrazine,20231222,20210312,Curation Efforts|Governmental Organizations
440790890,6432,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01065,Perflutren,20231222,20210312,Curation Efforts|Governmental Organizations
440790889,3053,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00879,Pentetic acid,20210804,20210312,Curation Efforts|Governmental Organizations
440790888,441278,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01650,pentazocine,20231222,20210312,Curation Efforts|Governmental Organizations
440790887,9853654,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00869,pentagastrin,20231222,20210312,Curation Efforts|Governmental Organizations
440790886,6869,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01648,penicillin v,20231222,20210312,Curation Efforts|Governmental Organizations
440790885,37464,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01644,penbutolol,20231222,20210312,Curation Efforts|Governmental Organizations
440790884,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01380,Pegfilgrastim,20210312,20210312,Curation Efforts|Governmental Organizations
440790883,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00941,Pegademase bovine,20210312,20210312,Curation Efforts|Governmental Organizations
440790882,165580,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02061,paromomycin,20231222,20210312,Curation Efforts|Governmental Organizations
440790881,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01408,Panitumumab,20210312,20210312,Curation Efforts|Governmental Organizations
440790880,441289,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00867,pancuronium,20231222,20210312,Curation Efforts|Governmental Organizations
440790879,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00674,Pancrelipase,20210312,20210312,Curation Efforts|Governmental Organizations
440790878,11806,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02055,PAMABROM,20231222,20210312,Curation Efforts|Governmental Organizations
440790877,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01349,Palivizumab,20210312,20210312,Curation Efforts|Governmental Organizations
440790876,115237,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01252,Paliperidone,20231222,20210312,Curation Efforts|Governmental Organizations
440790875,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01392,Palifermin,20210312,20210312,Curation Efforts|Governmental Organizations
440790874,439302,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00827,OXYTOCIN,20231222,20210312,Curation Efforts|Governmental Organizations
440790873,5284604,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00808,oxymorphone,20231222,20210312,Curation Efforts|Governmental Organizations
440790872,5284603,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00979,oxycodone,20231222,20210312,Curation Efforts|Governmental Organizations
440790871,4634,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02084,oxybutynin,20250421,20210312,Curation Efforts|Governmental Organizations
440790870,4601,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02085,orphenadrine,20231222,20210312,Curation Efforts|Governmental Organizations
440790869,4086,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02086,ORCIPRENALINE,20210312,20210312,Curation Efforts|Governmental Organizations
440790868,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01339,Oprelvekin,20210312,20210312,Curation Efforts|Governmental Organizations
440790867,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01377,Omalizumab,20210312,20210312,Curation Efforts|Governmental Organizations
440790866,"",Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01421,Ofatumumab,20210312,20210312,Curation Efforts|Governmental Organizations
440790865,11286230,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00602,nystatin,20210312,20210312,Curation Efforts|Governmental Organizations
440790864,5832,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02269,Norethindrone acetate,20210312,20210312,Curation Efforts|Governmental Organizations
440790863,439260,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00738,norepinephrine,20231222,20210312,Curation Efforts|Governmental Organizations
440790862,11953895,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00880,Nitroprusside,20231222,20210312,Curation Efforts|Governmental Organizations
440790861,4510,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01608,nitroglycerin,20231222,20210312,Curation Efforts|Governmental Organizations
440790860,41684,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01184,NITAZOXANIDE,20210312,20210312,Curation Efforts|Governmental Organizations
440790859,25081014,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00465,Nesiritide,20210312,20210312,Curation Efforts|Governmental Organizations
440790858,8378,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00595,neomycin,20231222,20210312,Curation Efforts|Governmental Organizations
440790857,5284596,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00592,naloxone,20210312,20210312,Curation Efforts|Governmental Organizations
440790856,5311304,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01586,nalbuphine,20231222,20210312,Curation Efforts|Governmental Organizations
440790855,5284592,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00910,Nabilone,20231222,20210312,Curation Efforts|Governmental Organizations
440790854,5288826,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00905,morphine,20231222,20210312,Curation Efforts|Governmental Organizations
440790853,5281042,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00950,Mivacurium,20250421,20210312,Curation Efforts|Governmental Organizations
440790852,4211,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01564,mitotane,20231222,20210312,Curation Efforts|Governmental Organizations
440790851,4201,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00587,minoxidil,20210312,20210312,Curation Efforts|Governmental Organizations
440790850,51634,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01126,Miglustat,20231222,20210312,Curation Efforts|Governmental Organizations
440790849,441314,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00992,MIGLITOL,20210312,20210312,Curation Efforts|Governmental Organizations
440790848,55245,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00184,mifepristone,20210312,20210312,Curation Efforts|Governmental Organizations
440790847,4195,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01558,midodrine,20210312,20210312,Curation Efforts|Governmental Organizations
440790846,4192,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01557,midazolam,20231222,20210312,Curation Efforts|Governmental Organizations
440790845,441350,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00895,METYROSINE,20231222,20210312,Curation Efforts|Governmental Organizations
