Substance_SID,Compound_CID,Data_Source,External_ID,Synonyms,Last_Modified_Date,Deposit_Date,Data_Source_Category,LTKBID,Compound Name,Severity Class,Label Section,vDILIConcern,Version
440790980,2130.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00503,amantadine,20250421,20210312,Curation Efforts|Governmental Organizations,LT00503,amantadine,3.0,Warnings and precautions,Ambiguous DILI-concern,1.0
440790979,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01319,Aldesleukin,20210312,20210312,Curation Efforts|Governmental Organizations,LT01319,aldesleukin,3.0,Warnings and precautions,Ambiguous DILI-concern,2.0
440790978,1990.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00913,acetohydroxamic acid,20231222,20210312,Curation Efforts|Governmental Organizations,LT00913,acetohydroxamic acid,3.0,Warnings and precautions,Ambiguous DILI-concern,2.0
440790977,5719.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00648,zaleplon,20210312,20210312,Curation Efforts|Governmental Organizations,LT00648,zaleplon,0.0,No match,vNo-DILI-Concern,2.0
440790976,5311.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00462,Vorinostat,20210312,20210312,Curation Efforts|Governmental Organizations,LT00462,vorinostat,0.0,No match,vNo-DILI-Concern,2.0
440790975,14985.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01516,VITAMIN E,20231222,20210312,Curation Efforts|Governmental Organizations,LT01516,vitamin e,0.0,No match,vNo-DILI-Concern,2.0
440790974,54670067.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02009,vitamin C,20231222,20210312,Curation Efforts|Governmental Organizations,LT02009,vitamin c,0.0,No match,vNo-DILI-Concern,2.0
440790973,13342.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00177,vinblastine,20231222,20210312,Curation Efforts|Governmental Organizations,LT00177,vinblastine,0.0,No match,vNo-DILI-Concern,2.0
440790972,39765.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00916,Vecuronium,20210312,20210312,Curation Efforts|Governmental Organizations,LT00916,vecuronium,0.0,No match,vNo-DILI-Concern,2.0
440790971,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01416,Ustekinumab,20210312,20210312,Curation Efforts|Governmental Organizations,LT01416,ustekinumab,0.0,No match,vNo-DILI-Concern,2.0
440790970,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01229,Urokinase,20210312,20210312,Curation Efforts|Governmental Organizations,LT01229,urokinase,0.0,No match,vNo-DILI-Concern,2.0
440790969,62819.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00929,Urofollitropin,20231222,20210312,Curation Efforts|Governmental Organizations,LT00929,urofollitropin,0.0,No match,vNo-DILI-Concern,2.0
440790968,5610.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02356,tyramine,20250421,20210312,Curation Efforts|Governmental Organizations,LT02356,tyramine,0.0,No match,vNo-DILI-Concern,2.0
440790967,5284632.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00516,Trospium,20250421,20210312,Curation Efforts|Governmental Organizations,LT00516,trospium,0.0,No match,vNo-DILI-Concern,2.0
440790966,5282443.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00798,triprolidine,20210804,20210312,Curation Efforts|Governmental Organizations,LT00798,triprolidine,0.0,No match,vNo-DILI-Concern,2.0
440790965,5572.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01839,trihexyphenidyl,20250421,20210312,Curation Efforts|Governmental Organizations,LT01839,trihexyphenidyl,0.0,No match,vNo-DILI-Concern,2.0
440790964,71433.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00375,Trientine hydrochloride,20231222,20210312,Curation Efforts|Governmental Organizations,LT00375,trientine hydrochloride,1.0,No match,vNo-DILI-Concern,2.0
440790963,5526.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00923,tranexamic acid,20250421,20210312,Curation Efforts|Governmental Organizations,LT00923,tranexamic acid,0.0,No match,vNo-DILI-Concern,1.0
440790962,60700.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01824,topotecan,20210312,20210312,Curation Efforts|Governmental Organizations,LT01824,topotecan,0.0,No match,vNo-DILI-Concern,2.0
440790961,443879.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01011,tolterodine,20210312,20210312,Curation Efforts|Governmental Organizations,LT01011,tolterodine,0.0,No match,vNo-DILI-Concern,2.0
440790960,60947.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01037,tirofiban,20231222,20210312,Curation Efforts|Governmental Organizations,LT01037,tirofiban,0.0,No match,vNo-DILI-Concern,2.0
440790959,60937.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00998,Tiludronate,20250421,20210312,Curation Efforts|Governmental Organizations,LT00998,tiludronate,0.0,No match,vNo-DILI-Concern,2.0
440790958,32281.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00751,Thyrotropin alfa,20231222,20210312,Curation Efforts|Governmental Organizations,LT00751,thyrotropin alfa,0.0,No match,vNo-DILI-Concern,2.0
440790957,1130.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01981,thiamine,20231222,20210312,Curation Efforts|Governmental Organizations,LT01981,thiamine,0.0,No match,vNo-DILI-Concern,2.0
440790956,2153.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00154,theophylline,20231222,20210312,Curation Efforts|Governmental Organizations,LT00154,theophylline,0.0,No match,vNo-DILI-Concern,2.0
440790955,135402045.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01262,tetrahydrobiopterin,20231222,20210312,Curation Efforts|Governmental Organizations,LT01262,tetrahydrobiopterin,0.0,No match,vNo-DILI-Concern,2.0
440790954,16133850.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00932,TERIPARATIDE,20231222,20210312,Curation Efforts|Governmental Organizations,LT00932,teriparatide,0.0,No match,vNo-DILI-Concern,2.0
440790953,5401.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01787,terazosin,20210312,20210312,Curation Efforts|Governmental Organizations,LT01787,terazosin,0.0,No match,vNo-DILI-Concern,2.0
440790952,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01360,Tenecteplase,20210312,20210312,Curation Efforts|Governmental Organizations,LT01360,tenecteplase,0.0,No match,vNo-DILI-Concern,2.0
440790951,18293306.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01261,Temsirolimus,20231222,20210312,Curation Efforts|Governmental Organizations,LT01261,temsirolimus,0.0,No match,vNo-DILI-Concern,2.0
440790950,9838022.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00664,Tapentadol,20231222,20210312,Curation Efforts|Governmental Organizations,LT00664,tapentadol,0.0,No match,vNo-DILI-Concern,2.0
440790949,41693.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00920,SUFENTANIL,20231222,20210312,Curation Efforts|Governmental Organizations,LT00920,sufentanil,0.0,No match,vNo-DILI-Concern,2.0
440790948,121494085.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00358,Sucralfate,20250421,20210312,Curation Efforts|Governmental Organizations,LT00358,sucralfate,0.0,No match,vNo-DILI-Concern,2.0
440790947,5314.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00749,succinylcholine,20250421,20210312,Curation Efforts|Governmental Organizations,LT00749,succinylcholine,0.0,No match,vNo-DILI-Concern,1.0
440790946,19649.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00145,streptomycin,20231222,20210312,Curation Efforts|Governmental Organizations,LT00145,streptomycin,0.0,No match,vNo-DILI-Concern,1.0
440790945,962.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01294,Sterile water,20210312,20210312,Curation Efforts|Governmental Organizations,LT01294,sterile water,0.0,No match,vNo-DILI-Concern,2.0
440790944,5780.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02010,sorbitol,20250421,20210312,Curation Efforts|Governmental Organizations,LT02010,sorbitol,0.0,No match,vNo-DILI-Concern,2.0
440790943,16132356.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00888,Somatropin recombinant,20231222,20210312,Curation Efforts|Governmental Organizations,LT00888,somatropin recombinant,0.0,No match,vNo-DILI-Concern,2.0
440790942,24477.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00439,SODIUM THIOSULFATE,20231222,20210312,Curation Efforts|Governmental Organizations,LT00439,sodium thiosulfate,0.0,No match,vNo-DILI-Concern,2.0
440790941,75905.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00801,Sodium polystyrene sulfonate,20250421,20210312,Curation Efforts|Governmental Organizations,LT00801,Sodium polystyrene sulfonate,0.0,No match,vNo-DILI-Concern,2.0
440790940,23666456.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00330,SODIUM LACTATE,20250421,20210312,Curation Efforts|Governmental Organizations,LT00330,sodium lactate,0.0,No match,vNo-DILI-Concern,2.0
440790939,516892.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02337,SODIUM BICARBONATE,20231222,20210312,Curation Efforts|Governmental Organizations,LT02337,sodium bicarbonate,0.0,No match,vNo-DILI-Concern,2.0
440790938,9833444.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00350,Sincalide,20231222,20210312,Curation Efforts|Governmental Organizations,LT00350,sincalide,0.0,No match,vNo-DILI-Concern,2.0
440790937,6433516.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02171,Simethicone,20231222,20210312,Curation Efforts|Governmental Organizations,LT02171,simethicone,0.0,No match,vNo-DILI-Concern,2.0
440790936,3085017.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01039,Sevelamer,20250421,20210312,Curation Efforts|Governmental Organizations,LT01039,sevelamer,0.0,No match,vNo-DILI-Concern,2.0
440790935,26757.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01749,selegiline,20210312,20210312,Curation Efforts|Governmental Organizations,LT01749,selegiline,0.0,No match,vNo-DILI-Concern,2.0
440790934,16129665.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00355,SECRETIN,20231222,20210312,Curation Efforts|Governmental Organizations,LT00355,secretin,0.0,No match,vNo-DILI-Concern,2.0
440790933,5184.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01974,scopolamine,20250421,20210312,Curation Efforts|Governmental Organizations,LT01974,scopolamine,0.0,No match,vNo-DILI-Concern,2.0
440790932,11243969.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00667,Saxagliptin,20231222,20210312,Curation Efforts|Governmental Organizations,LT00667,saxagliptin,0.0,No match,vNo-DILI-Concern,2.0
440790931,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01321,Sargramostim,20210312,20210312,Curation Efforts|Governmental Organizations,LT01321,sargramostim,0.0,No match,vNo-DILI-Concern,2.0
440790930,2083.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01051,Salbutamol,20250421,20210312,Curation Efforts|Governmental Organizations,LT01051,salbutamol,0.0,No match,vNo-DILI-Concern,1.0
440790929,71357.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00928,RUBIDIUM CHLORIDE RB-82,20231222,20210312,Curation Efforts|Governmental Organizations,LT00928,rubidium chloride rb-82,0.0,No match,vNo-DILI-Concern,2.0
440790928,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01417,Romiplostim,20210312,20210312,Curation Efforts|Governmental Organizations,LT01417,romiplostim,0.0,No match,vNo-DILI-Concern,2.0
440790927,5352062.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00669,Romidepsin,20231222,20210312,Curation Efforts|Governmental Organizations,LT00669,romidepsin,0.0,No match,vNo-DILI-Concern,2.0
440790926,441290.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00957,Rocuronium,20250421,20210312,Curation Efforts|Governmental Organizations,LT00957,rocuronium,0.0,No match,vNo-DILI-Concern,2.0
440790925,5078.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01026,rizatriptan,20210312,20210312,Curation Efforts|Governmental Organizations,LT01026,rizatriptan,0.0,No match,vNo-DILI-Concern,2.0
440790924,5071.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00937,rimantadine,20210312,20210312,Curation Efforts|Governmental Organizations,LT00937,rimantadine,0.0,No match,vNo-DILI-Concern,2.0
440790923,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01415,Rilonacept,20210312,20210312,Curation Efforts|Governmental Organizations,LT01415,rilonacept,0.0,No match,vNo-DILI-Concern,2.0
440790922,493570.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01479,riboflavin,20231222,20210312,Curation Efforts|Governmental Organizations,LT01479,riboflavin,0.0,No match,vNo-DILI-Concern,2.0
440790921,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01351,Reteplase,20210312,20210312,Curation Efforts|Governmental Organizations,LT01351,reteplase,0.0,No match,vNo-DILI-Concern,2.0
440790920,5770.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01729,reserpine,20231222,20210312,Curation Efforts|Governmental Organizations,LT01729,reserpine,0.0,No match,vNo-DILI-Concern,2.0
440790919,219024.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00646,Regadenoson,20231222,20210312,Curation Efforts|Governmental Organizations,LT00646,regadenoson,0.0,No match,vNo-DILI-Concern,2.0
440790918,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01363,rasburicase,20210312,20210312,Curation Efforts|Governmental Organizations,LT01363,rasburicase,0.0,No match,vNo-DILI-Concern,2.0
440790917,56959.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01192,RANOLAZINE,20210312,20210312,Curation Efforts|Governmental Organizations,LT01192,ranolazine,0.0,No match,vNo-DILI-Concern,2.0
440790916,208902.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01217,Ramelteon,20231222,20210312,Curation Efforts|Governmental Organizations,LT01217,ramelteon,0.0,No match,vNo-DILI-Concern,2.0
440790915,5035.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00183,raloxifene,20231222,20210312,Curation Efforts|Governmental Organizations,LT00183,raloxifene,0.0,No match,vNo-DILI-Concern,2.0
440790914,4999.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01721,quazepam,20231222,20210312,Curation Efforts|Governmental Organizations,LT01721,quazepam,0.0,No match,vNo-DILI-Concern,2.0
440790913,1054.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01980,pyridoxine,20231222,20210312,Curation Efforts|Governmental Organizations,LT01980,pyridoxine,0.0,No match,vNo-DILI-Concern,2.0
440790912,4991.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02081,pyridostigmine,20210312,20210312,Curation Efforts|Governmental Organizations,LT02081,pyridostigmine,0.0,No match,vNo-DILI-Concern,2.0
440790911,708857.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01713,PYRANTEL,20231222,20210312,Curation Efforts|Governmental Organizations,LT01713,pyrantel,0.0,No match,vNo-DILI-Concern,2.0
440790910,7028.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00137,PSEUDOEPHEDRINE,20231222,20210312,Curation Efforts|Governmental Organizations,LT00137,pseudoephedrine,0.0,No match,vNo-DILI-Concern,2.0
440790909,4976.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00848,protriptyline,20231222,20210312,Curation Efforts|Governmental Organizations,LT00848,protriptyline,0.0,No match,vNo-DILI-Concern,2.0
440790908,638678.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00349,protirelin,20231222,20210312,Curation Efforts|Governmental Organizations,LT00349,protirelin,0.0,No match,vNo-DILI-Concern,2.0
440790907,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00728,Protamine sulfate,20210312,20210312,Curation Efforts|Governmental Organizations,LT00728,protamine sulfate,0.0,No match,vNo-DILI-Concern,2.0
440790906,4934.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00753,propantheline,20231222,20210312,Curation Efforts|Governmental Organizations,LT00753,propantheline,0.0,No match,vNo-DILI-Concern,2.0
440790905,4919.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02219,procyclidine,20231222,20210312,Curation Efforts|Governmental Organizations,LT02219,procyclidine,0.0,No match,vNo-DILI-Concern,1.0
440790904,4909.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00261,primidone,20250421,20210312,Curation Efforts|Governmental Organizations,LT00261,primidone,0.0,No match,vNo-DILI-Concern,1.0
440790903,4908.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00613,PRIMAQUINE,20210312,20210312,Curation Efforts|Governmental Organizations,LT00613,primaquine,0.0,No match,vNo-DILI-Concern,1.0
440790902,16132446.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00492,Pramlintide,20210312,20210312,Curation Efforts|Governmental Organizations,LT00492,pramlintide,0.0,No match,vNo-DILI-Concern,2.0
440790901,3086257.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00972,Porfimer,20231222,20210312,Curation Efforts|Governmental Organizations,LT00972,porfimer,0.0,No match,vNo-DILI-Concern,2.0
440790900,5702105.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01291,Polymyxin B sulfate,20231222,20210312,Curation Efforts|Governmental Organizations,LT01291,polymyxin b sulfate,0.0,No match,vNo-DILI-Concern,2.0
440790899,174.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00995,Polyethylene glycol 3350,20231222,20210312,Curation Efforts|Governmental Organizations,LT00995,polyethylene glycol 3350,0.0,No match,vNo-DILI-Concern,2.0
440790898,65015.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02340,Plerixafor,20231222,20210312,Curation Efforts|Governmental Organizations,LT02340,plerixafor,0.0,No match,vNo-DILI-Concern,2.0
440790897,4828.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01673,pindolol,20231222,20210312,Curation Efforts|Governmental Organizations,LT01673,pindolol,0.0,No match,vNo-DILI-Concern,2.0
440790896,16362.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01672,pimozide,20250421,20210312,Curation Efforts|Governmental Organizations,LT01672,pimozide,0.0,No match,vNo-DILI-Concern,2.0
440790895,5284607.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00780,phytonadione,20231222,20210312,Curation Efforts|Governmental Organizations,LT00780,phytonadione,0.0,No match,vNo-DILI-Concern,2.0
440790894,5983.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00133,physostigmine,20231222,20210312,Curation Efforts|Governmental Organizations,LT00133,physostigmine,0.0,No match,vNo-DILI-Concern,2.0
440790893,5775.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00433,phentolamine,20250421,20210312,Curation Efforts|Governmental Organizations,LT00433,phentolamine,0.0,No match,vNo-DILI-Concern,1.0
440790892,4768.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02082,phenoxybenzamine,20250421,20210312,Curation Efforts|Governmental Organizations,LT02082,phenoxybenzamine,0.0,No match,vNo-DILI-Concern,1.0
440790891,30487.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00826,phendimetrazine,20231222,20210312,Curation Efforts|Governmental Organizations,LT00826,phendimetrazine,0.0,No match,vNo-DILI-Concern,1.0
440790890,6432.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01065,Perflutren,20231222,20210312,Curation Efforts|Governmental Organizations,LT01065,perflutren,0.0,No match,vNo-DILI-Concern,2.0
440790889,3053.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00879,Pentetic acid,20210804,20210312,Curation Efforts|Governmental Organizations,LT00879,pentetic acid,0.0,No match,vNo-DILI-Concern,2.0
440790888,441278.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01650,pentazocine,20231222,20210312,Curation Efforts|Governmental Organizations,LT01650,pentazocine,0.0,No match,vNo-DILI-Concern,2.0
440790887,9853654.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00869,pentagastrin,20231222,20210312,Curation Efforts|Governmental Organizations,LT00869,pentagastrin,0.0,No match,vNo-DILI-Concern,2.0
440790886,6869.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01648,penicillin v,20231222,20210312,Curation Efforts|Governmental Organizations,LT01648,penicillin v,0.0,No match,vNo-DILI-Concern,2.0
440790885,37464.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01644,penbutolol,20231222,20210312,Curation Efforts|Governmental Organizations,LT01644,penbutolol,0.0,No match,vNo-DILI-Concern,1.0
440790884,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01380,Pegfilgrastim,20210312,20210312,Curation Efforts|Governmental Organizations,LT01380,pegfilgrastim,0.0,No match,vNo-DILI-Concern,2.0
440790883,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00941,Pegademase bovine,20210312,20210312,Curation Efforts|Governmental Organizations,LT00941,pegademase bovine,0.0,No match,vNo-DILI-Concern,2.0
440790882,165580.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02061,paromomycin,20231222,20210312,Curation Efforts|Governmental Organizations,LT02061,paromomycin,0.0,No match,vNo-DILI-Concern,1.0
440790881,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01408,Panitumumab,20210312,20210312,Curation Efforts|Governmental Organizations,LT01408,panitumumab,0.0,No match,vNo-DILI-Concern,2.0
440790880,441289.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00867,pancuronium,20231222,20210312,Curation Efforts|Governmental Organizations,LT00867,pancuronium,0.0,No match,vNo-DILI-Concern,2.0
440790879,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00674,Pancrelipase,20210312,20210312,Curation Efforts|Governmental Organizations,LT00674,pancrelipase,0.0,No match,vNo-DILI-Concern,2.0
440790878,11806.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02055,PAMABROM,20231222,20210312,Curation Efforts|Governmental Organizations,LT02055,pamabrom,0.0,No match,vNo-DILI-Concern,2.0
440790877,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01349,Palivizumab,20210312,20210312,Curation Efforts|Governmental Organizations,LT01349,palivizumab,0.0,No match,vNo-DILI-Concern,2.0
440790876,115237.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01252,Paliperidone,20231222,20210312,Curation Efforts|Governmental Organizations,LT01252,paliperidone,0.0,No match,vNo-DILI-Concern,2.0
440790875,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01392,Palifermin,20210312,20210312,Curation Efforts|Governmental Organizations,LT01392,palifermin,0.0,No match,vNo-DILI-Concern,2.0
440790874,439302.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00827,OXYTOCIN,20231222,20210312,Curation Efforts|Governmental Organizations,LT00827,oxytocin,0.0,No match,vNo-DILI-Concern,2.0
440790873,5284604.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00808,oxymorphone,20231222,20210312,Curation Efforts|Governmental Organizations,LT00808,oxymorphone,0.0,No match,vNo-DILI-Concern,2.0
440790872,5284603.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00979,oxycodone,20231222,20210312,Curation Efforts|Governmental Organizations,LT00979,oxycodone,0.0,No match,vNo-DILI-Concern,2.0
440790871,4634.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02084,oxybutynin,20250421,20210312,Curation Efforts|Governmental Organizations,LT02084,oxybutynin,0.0,No match,vNo-DILI-Concern,1.0
440790870,4601.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02085,orphenadrine,20231222,20210312,Curation Efforts|Governmental Organizations,LT02085,orphenadrine,0.0,No match,vNo-DILI-Concern,2.0
440790869,4086.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02086,ORCIPRENALINE,20210312,20210312,Curation Efforts|Governmental Organizations,LT02086,orciprenaline,0.0,No match,vNo-DILI-Concern,1.0
440790868,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01339,Oprelvekin,20210312,20210312,Curation Efforts|Governmental Organizations,LT01339,oprelvekin,0.0,No match,vNo-DILI-Concern,2.0
440790867,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01377,Omalizumab,20210312,20210312,Curation Efforts|Governmental Organizations,LT01377,omalizumab,0.0,No match,vNo-DILI-Concern,2.0
440790866,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01421,Ofatumumab,20210312,20210312,Curation Efforts|Governmental Organizations,LT01421,ofatumumab,0.0,No match,vNo-DILI-Concern,2.0
440790865,11286230.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00602,nystatin,20210312,20210312,Curation Efforts|Governmental Organizations,LT00602,nystatin,0.0,No match,vNo-DILI-Concern,1.0
440790864,5832.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02269,Norethindrone acetate,20210312,20210312,Curation Efforts|Governmental Organizations,LT02269,norethindrone acetate,0.0,No match,vNo-DILI-Concern,2.0
440790863,439260.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00738,norepinephrine,20231222,20210312,Curation Efforts|Governmental Organizations,LT00738,norepinephrine,0.0,No match,vNo-DILI-Concern,1.0
440790862,11953895.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00880,Nitroprusside,20231222,20210312,Curation Efforts|Governmental Organizations,LT00880,nitroprusside,0.0,No match,vNo-DILI-Concern,2.0
440790861,4510.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01608,nitroglycerin,20231222,20210312,Curation Efforts|Governmental Organizations,LT01608,nitroglycerin,0.0,No match,vNo-DILI-Concern,2.0
440790860,41684.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01184,NITAZOXANIDE,20210312,20210312,Curation Efforts|Governmental Organizations,LT01184,nitazoxanide,0.0,No match,vNo-DILI-Concern,2.0
440790859,25081014.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00465,Nesiritide,20210312,20210312,Curation Efforts|Governmental Organizations,LT00465,nesiritide,0.0,No match,vNo-DILI-Concern,2.0
440790858,8378.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00595,neomycin,20231222,20210312,Curation Efforts|Governmental Organizations,LT00595,neomycin,0.0,No match,vNo-DILI-Concern,1.0
440790857,5284596.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00592,naloxone,20210312,20210312,Curation Efforts|Governmental Organizations,LT00592,naloxone,0.0,No match,vNo-DILI-Concern,2.0
440790856,5311304.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01586,nalbuphine,20231222,20210312,Curation Efforts|Governmental Organizations,LT01586,nalbuphine,0.0,No match,vNo-DILI-Concern,2.0
440790855,5284592.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00910,Nabilone,20231222,20210312,Curation Efforts|Governmental Organizations,LT00910,nabilone,0.0,No match,vNo-DILI-Concern,2.0
440790854,5288826.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00905,morphine,20231222,20210312,Curation Efforts|Governmental Organizations,LT00905,morphine,0.0,No match,vNo-DILI-Concern,2.0
440790853,5281042.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00950,Mivacurium,20250421,20210312,Curation Efforts|Governmental Organizations,LT00950,mivacurium,0.0,No match,vNo-DILI-Concern,2.0
440790852,4211.0,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01564,mitotane,20231222,20210312,Curation Efforts|Governmental Organizations,LT01564,mitotane,0.0,No match,vNo-DILI-Concern,2.0
